Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
1-01638-7501,161 EAST 110 STREET,HARLEM-EAST,R4-CONDOMINIUM,68,2008,65699,1869137,831749,1037388,8105997,2015
1-01644-7501,178 EAST 117 STREET,HARLEM-EAST,R4-CONDOMINIUM,22,2007,35435,844416,376320,468096,3586000,2015
1-01644-7502,160 EAST 117 STREET,HARLEM-EAST,R4-CONDOMINIUM,19,2007,26231,542719,142434,400285,3003002,2015
1-01645-7502,1885 LEXINGTON AVENUE,HARLEM-EAST,R9-CONDOMINIUM,29,2010,37842,1468648,602066,866582,6909000,2015
1-01646-7501,1865 2 AVENUE,HARLEM-EAST,RR-CONDOMINIUM,17,1987,22626,569044,195941,373103,2881000,2015
1-01660-7501,2141 2 AVENUE,HARLEM-EAST,R2-CONDOMINIUM,10,1910,6504,228486,96780,131706,1046001,2015
1-01661-7501,227 EAST 111 STREET,HARLEM-EAST,R4-CONDOMINIUM,22,2003,25721,799666,182362,617304,4865002,2015
1-01661-7502,2025 3 AVENUE,HARLEM-EAST,R9-CONDOMINIUM,11,2004,8755,276658,108650,168008,1326000,2015
1-01667-7501,232 EAST 118 STREET,HARLEM-EAST,R4-CONDOMINIUM,12,1910,12222,366904,128698,238206,1870999,2015
1-01676-7501,311 EAST 104 STREET,HARLEM-EAST,R2-CONDOMINIUM,12,1900,6092,159184,74932,84252,654002,2015
1-01676-7504,2019 1 AVENUE,HARLEM-EAST,R4-CONDOMINIUM,41,2007,32660,1003968,349789,654179,5149998,2015
1-01677-7503,319 EAST 105 STREET,HARLEM-EAST,R4-CONDOMINIUM,36,1929,33280,1012045,377395,634650,4992988,2015
1-01680-7501,309 EAST 108 STREET,HARLEM-EAST,R4-CONDOMINIUM,33,1926,46998,909881,430502,479379,3551995,2015
1-01681-7501,2132 2 AVENUE,HARLEM-EAST,R4-CONDOMINIUM,31,2006,32483,1167439,244922,922517,7335010,2015
1-01681-7502,342 EAST 110 STREET,HARLEM-EAST,R4-CONDOMINIUM,35,2007,38481,1182906,335170,847736,6674001,2015
1-01681-7503,333 EAST 109 STREET,HARLEM-EAST,R4-CONDOMINIUM,35,2007,33892,1041840,329091,712749,5610999,2015
1-01683-7502,317 EAST 111 STREET,HARLEM-EAST,R4-CONDOMINIUM,21,2008,24395,758441,230045,528396,4165005,2015
1-01710-7502,450 EAST 117 STREET,HARLEM-EAST,R4-CONDOMINIUM,9,2005,10833,336798,105838,230960,1820999,2015
1-01721-7501,3 WEST 122 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,24,1900,27073,452931,253133,199798,1435998,2015
1-01724-7501,50 WEST 127 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,23,2005,32150,692190,303496,388694,2933002,2015
1-01724-7503,2056 5 AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,21,1920,24795,380851,215964,164887,1157999,2015
1-01725-7502,5 WEST 127 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,13,2012,16112,431479,177715,253764,1972004,2015
1-01726-7501,18 WEST 129 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,12,2013,9150,389150,87017,302133,2415002,2015
1-01727-7501,380 LENOX AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,77,2005,131237,2110291,603690,1506601,10714000,2015
1-01729-7501,55 WEST 131 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,34,1910,28408,400269,241752,158517,1100002,2015
1-01729-7501,47 WEST 131 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,4,1880,5224,145175,68539,76636,597998,2015
1-01729-7503,7 WEST 131 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,12,2004,15230,394914,155955,238959,1852999,2015
1-01735-7501,48 WEST 138 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,89,1940,48614,1348552,625662,722890,5640042,2015
1-01736-7501,34 WEST 139 STREET,HARLEM-CENTRAL,RR-CONDOMINIUM,125,2007,120394,1928712,774133,1154579,8199000,2015
1-01745-7501,1825 MADISON AVENUE,HARLEM-CENTRAL,R9-CONDOMINIUM,92,2004,97592,1959647,983727,975920,7290000,2015
1-01745-7502,1465 5 AVENUE,HARLEM-CENTRAL,RR-CONDOMINIUM,54,2010,51845,1254131,503415,750716,5764000,2015
1-01745-7503,1820 MADISON AVENUE,HARLEM-CENTRAL,R9-CONDOMINIUM,27,2009,40450,884642,410568,474074,3585000,2015
1-01746-7501,1485 5 AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,157,2007,312279,6985681,3603700,3381981,25656005,2015
1-01753-7503,8077 5 AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,13,2007,24731,522071,238901,283170,2130997,2015
1-01753-7504,51 EAST 128 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,13,2008,13879,465779,175708,290071,2297999,2015
1-01755-7501,69 EAST 130 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,25,2004,40418,1094924,440152,654772,5093000,2015
1-01780-7501,1951 PARK AVENUE,HARLEM-CENTRAL,RR-CONDOMINIUM,173,2012,167421,4940594,1737830,3202764,17581045,2015
1-01785-7501,207 EAST 120 STREET,HARLEM-EAST,R2-CONDOMINIUM,11,1900,14440,324467,152631,171836,1305001,2015
1-01788-7502,206 EAST 124 STREET,HARLEM-EAST,R2-CONDOMINIUM,16,1900,12090,314703,125252,189451,1469000,2015
1-01795-7501,328 EAST 119 STREET,HARLEM-EAST,R4-CONDOMINIUM,20,2008,16136,317072,127958,189114,1406998,2015
1-01795-7502,346 EAST 119 STREET,HARLEM-EAST,R4-CONDOMINIUM,11,2007,12026,233304,78770,154534,1146005,2015
1-01820-7503,111 CENTRAL PARK NORTH,HARLEM-CENTRAL,R4-CONDOMINIUM,85,2006,94012,2946336,1037892,1908444,15052039,2015
1-01823-7502,61 LENOX AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,15,1900,18567,359271,91721,267550,1981998,2015
1-01826-7502,220 WEST 111 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,24,1900,18540,383963,157219,226744,1701006,2015
1-01828-7502,203 WEST 112 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,13,1920,23700,476844,164241,312603,2333001,2015
1-01828-7503,2072 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R2-CONDOMINIUM,13,1900,6866,195750,80058,115692,905000,2015
1-01828-7506,261 WEST 112 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,35,2006,66215,1779197,883970,895227,6955981,2015
1-01831-7501,245 WEST 115 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,20,1900,7852,249929,95794,154135,1217000,2015
1-01833-7502,372 CENTRAL PARK WEST,MANHATTAN VALLEY,R4-CONDOMINIUM,413,1961,390628,7855529,2984398,4871131,36374998,2015
1-01833-7504,400 CENTRAL PARK WEST,MANHATTAN VALLEY,R4-CONDOMINIUM,414,1960,390628,7855529,3765654,4089875,30544005,2015
1-01838-7501,420 CENTRAL PARK WEST,MANHATTAN VALLEY,R4-CONDOMINIUM,60,1941,47400,748446,412854,335592,2372005,2015
1-01840-7501,7 WEST 104 STREET,MANHATTAN VALLEY,R2-CONDOMINIUM,77,1986,87732,1648484,482526,1165958,8571006,2015
1-01841-7503,455 CENTRAL PARK WEST,MANHATTAN VALLEY,R4-CONDOMINIUM,98,2002,220057,5644462,2125751,3518711,27234997,2015
1-01842-7502,69 WEST 106 STREET,MANHATTAN VALLEY,R2-CONDOMINIUM,11,1900,9215,321143,97587,223556,1773999,2015
1-01843-7501,67 WEST 107 STREET,MANHATTAN VALLEY,R2-CONDOMINIUM,56,1909,38255,860738,356154,504584,3833004,2015
1-01845-7502,352 CATHEDRAL PARKWAY,MANHATTAN VALLEY,R4-CONDOMINIUM,25,2005,50523,971557,399637,571920,4234005,2015
1-01846-7503,321 WEST 110 STREET,MANHATTAN VALLEY,R4-CONDOMINIUM,69,2012,87275,3644604,1039445,2605159,20814993,2015
1-01847-7503,2101 FREDERICK DOUGLASS B,MANHATTAN VALLEY,R4-CONDOMINIUM,28,2008,25211,485816,92524,393292,2911008,2015
1-01848-7503,2131 FREDERICK DOUGLASS B,MANHATTAN VALLEY,R4-CONDOMINIUM,73,2010,152994,3907467,1523820,2383647,18429004,2015
1-01848-7505,306 WEST 116 STREET,MANHATTAN VALLEY,R4-CONDOMINIUM,14,2012,15126,670687,155495,515192,4120000,2015
1-01851-7501,750 COLUMBUS AVENUE,UPPER WEST SIDE (96-116),RR-CONDOMINIUM,207,1988,276305,9924876,3680383,6244493,49649000,2015
1-01852-7501,808 COLUMBUS AVENUE,UPPER WEST SIDE (96-116),RR-CONDOMINIUM,359,2007,362220,13014565,4122064,8892501,70711000,2015
1-01868-7501,275 WEST 96 STREET,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,302,1983,358000,11370080,3916520,7453560,58840021,2015
1-01870-7502,2600 BROADWAY,UPPER WEST SIDE (96-116),R9-CONDOMINIUM,79,1911,163616,5041009,1847225,3193784,25139000,2015
1-01870-7503,251 WEST 98 STREET,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,32,1912,32752,806027,376320,429707,3301004,2015
1-01871-7502,2628 BROADWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,64,2006,132905,4687559,1608151,3079408,24463999,2015
1-01874-7501,2681 BROADWAY,UPPER WEST SIDE (96-116),R9-CONDOMINIUM,345,1927,221974,5609283,2199762,3409521,26316000,2015
1-01876-7501,209 WEST 104 STREET,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,46,1935,33324,817438,388891,428547,3290998,2015
1-01878-7501,2770 BROADWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,64,2004,109623,6375674,2210000,4165674,33283995,2015
1-01882-7501,527 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,56,1920,65822,2165544,904394,1261150,9978997,2015
1-01883-7501,545 WEST 111 STREET,UPPER WEST SIDE (96-116),R9-CONDOMINIUM,122,1930,147648,3815224,1845600,1969624,15250000,2015
1-01889-7501,825 WEST END AVENUE,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,106,1928,195971,6157409,2269344,3888065,30656991,2015
1-01893-7501,301 WEST 108 STREET,UPPER WEST SIDE (96-116),R9-CONDOMINIUM,137,1920,165106,4178833,1504116,2674717,20640000,2015
1-01893-7502,610 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,67,1922,103749,2018956,867342,1151614,8542000,2015
1-01894-7501,600 WEST 111 STREET,UPPER WEST SIDE (96-116),R9-CONDOMINIUM,151,1926,192853,3887916,1384685,2503231,18697000,2015
1-01901-7501,106 WEST 117 STREET,HARLEM-CENTRAL,R9-CONDOMINIUM,28,2004,52916,1307025,409041,897984,6912000,2015
1-01903-7503,159 WEST 118 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,35,1920,39545,997325,365396,631929,4875002,2015
1-01908-7502,138 WEST 124 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,21,1906,46991,836440,417750,418690,3051002,2015
1-01908-7504,117 WEST 123 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,26,2008,28300,700991,243663,457328,3525000,2015
1-01914-7502,381 LENOX AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,19,2007,27715,678186,259135,419051,3224004,2015
1-01918-7501,161 WEST 133 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,12,1910,11436,302368,94347,208021,1615001,2015
1-01924-7502,191 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,74,2003,59844,1579283,613999,965284,7489000,2015
1-01928-7503,252 WEST 123 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,6,1910,7739,193630,68335,125295,967001,2015
1-01930-7501,267 WEST 124 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,11,1910,25230,610566,262644,347922,2666000,2015
1-01943-7501,352 WEST 117 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,41,1900,45436,1007770,430733,577037,4368997,2015
1-01943-7502,364      3 WEST 117 STREE,HARLEM-CENTRAL,R4-CONDOMINIUM,49,1901,66936,1229614,507375,722239,5296003,2015
1-01944-7502,370 WEST 118 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,49,1910,63586,1206862,644126,562736,4143005,2015
1-01945-7502,309 WEST 118 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,48,2003,108510,2782196,1047122,1735074,13420999,2015
1-01945-7504,2187 FREDERICK DOUGLASS B,HARLEM-CENTRAL,R4-CONDOMINIUM,93,2006,108572,2783786,897890,1885896,14602020,2015
1-01946-7501,313 WEST 119 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,54,2006,67413,1811387,712555,1098832,8541003,2015
1-01946-7502,454 MANHATTAN AVENUE,HARLEM-CENTRAL,RR-CONDOMINIUM,125,2007,117030,2861384,1110615,1750769,13465000,2015
1-01947-7501,2235 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R9-CONDOMINIUM,74,2003,93600,1749384,781560,967824,7121000,2015
1-01950-7501,258 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,52,2006,70212,1888703,829906,1058797,8229995,2015
1-01954-7501,311 WEST 127 STREET,HARLEM-CENTRAL,RR-CONDOMINIUM,39,2009,31322,607020,290355,316665,2347000,2015
1-01988-7501,519 WEST 135 STREET,HARLEM-WEST,R4-CONDOMINIUM,13,2002,21862,551141,266935,284206,2195000,2015
1-02006-7501,108 WEST 138 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,15,2011,21156,583482,238428,345054,2687996,2015
1-02007-7501,555 LENOX AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,32,1910,23822,581495,242270,339225,2604007,2015
1-02007-7502,2373 ADAM C. POWELL BOULE,HARLEM-CENTRAL,R4-CONDOMINIUM,17,2009,17408,464968,164506,300462,2334005,2015
1-02011-7501,147 WEST 142 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,10,2008,11928,290805,129896,160909,1237010,2015
1-02023-7503,297 WEST 137 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,28,1993,30976,639345,290245,349100,2617996,2015
1-02025-7501,202 WEST 140 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,29,1926,48541,851895,441723,410172,2975000,2015
1-02033-7501,220 WEST 148 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,75,1903,81272,2549503,1148373,1401130,11052000,2015
1-02033-7502,234 WEST 148 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,34,1930,30634,616662,315224,301438,2250998,2015
1-02041-7502,300 WEST 138 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,28,1994,36188,783832,385040,398792,3014004,2015
1-02041-7503,2605 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R4-CONDOMINIUM,14,1894,18306,592565,254453,338112,2672998,2015
1-02041-7504,2601 FREDERICK DOUGLASS B,HARLEM-CENTRAL,R4-CONDOMINIUM,20,2006,28879,634183,221502,412681,3123005,2015
1-02042-7502,2611 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R2-CONDOMINIUM,47,1896,76584,1571504,673939,897565,6720997,2015
1-02044-7501,300 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOMINIUM,128,2003,212047,6709167,2695117,4014050,31673000,2015
1-02051-7501,330 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOMINIUM,77,2001,91858,1874822,781712,1093110,8184000,2015
1-02095-7501,608 WEST 149 STREET,HARLEM-UPPER,R4-CONDOMINIUM,46,2005,67805,1766998,785182,981816,7612006,2015
1-02122-7501,540 WEST 163 STREET,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,13,2008,22052,551300,238162,313138,2416002,2015
1-02132-7501,2360 AMSTERDAM AVENUE,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,28,2007,38351,589838,247364,342474,2406001,2015
1-02134-7501,801 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,48,1920,52476,945093,393570,551523,4029000,2015
1-02134-7502,779 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,93,1926,97650,1325111,666950,658161,4566001,2015
1-02134-7503,807 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,53,1900,58230,695266,312695,382571,2653000,2015
1-02135-7501,835 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,59,1920,76000,1088320,487920,600400,4165000,2015
1-02136-7501,812 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4-CONDOMINIUM,41,1920,51426,902526,387238,515288,3743001,2015
1-02179-7502,92 PINEHURST AVENUE,WASHINGTON HEIGHTS UPPER,RR-CONDOMINIUM,72,1928,72986,1294772,624760,670012,4870000,2015
1-02179-7503,340 CABRINI BOULEVARD,WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,20,2002,22838,495356,183618,311738,2354998,2015
1-02180-7503,736 WEST 187 STREET,WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,56,2005,75765,1928219,749316,1178903,9117999,2015
1-02180-7504,210 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,40,2008,45699,841319,360565,480754,3523004,2015
1-02221-7501,571 ACADEMY STREET,INWOOD,R4-CONDOMINIUM,89,1925,76970,1195344,502614,692730,4880001,2015
1-02248-7501,175 PAYSON AVENUE,INWOOD,R4-CONDOMINIUM,12,2006,10950,208488,83877,124611,920000,2015
2-02295-7501,85 WILLIS AVENUE,MOTT HAVEN/PORT MORRIS,RR-CONDOMINIUM,419,2009,430213,7644885,3639602,4005283,29179999,2015
2-02315-7501,305 EAST 140 STREET,MOTT HAVEN/PORT MORRIS,R2-CONDOMINIUM,11,1904,21092,360040,201218,158822,1147001,2015
2-02359-7501,700 BROOK AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,152,2010,153044,2557365,1271796,1285569,9239000,2015
2-02364-7501,3044 3 AVENUE,MORRISANIA/LONGWOOD,R4-CONDOMINIUM,61,2006,72000,1031760,650880,380880,2628002,2015
2-02366-7501,505 EAST 161 STREET,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,80,2009,91142,1799143,942408,856735,6377000,2015
2-02367-7501,508 EAST 163 STREET,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,85,2008,97370,1525788,689380,836408,5914000,2015
2-02367-7502,3213 3 AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,131,2008,134053,2202491,1124705,1077786,7714000,2015
2-02381-7501,837 WASHINGTON AVENUE,MORRISANIA/LONGWOOD,R4-CONDOMINIUM,90,2008,119334,1688576,1013146,675430,4643995,2015
2-02382-7501,871 ELTON AVENUE,MORRISANIA/LONGWOOD,R9-CONDOMINIUM,110,2005,99240,1513410,769110,744300,5226000,2015
2-02404-7501,390 EAST 158 STREET,MELROSE/CONCOURSE,RR-CONDOMINIUM,86,2008,87248,2110529,841943,1268586,9747000,2015
2-02407-7501,870 COURTLANDT AVENUE,MELROSE/CONCOURSE,RR-CONDOMINIUM,71,2010,90746,1295853,736858,558995,3854000,2015
2-02516-7501,1209 NELSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,R4-CONDOMINIUM,28,2005,24262,465588,254994,210594,1559004,2015
2-02609-7501,3462 3 AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,228,2009,230820,2652122,1521104,1131018,7254000,2015
2-02618-7501,601 EAST 156 STREET,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,480,2009,579071,7116783,4238800,2877983,18920000,2015
2-02651-7501,1111 FOREST AVENUE,MORRISANIA/LONGWOOD,R2-CONDOMINIUM,8,1903,7745,136622,79851,56771,413000,2015
2-02686-7501,717 KELLY STREET,MORRISANIA/LONGWOOD,R2-WALK-UP,13,1909,14384,241220,130607,110613,794992,2015
2-02690-7501,871 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,70,2005,72717,854425,478478,375947,2431000,2015
2-02690-7502,890 PROSPECT AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,124,2005,125905,1777779,1050048,727731,5000000,2015
2-02693-7502,1224 PROSPECT AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,59,2011,69608,776129,437138,338991,2151000,2015
2-02697-7501,920 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,111,2010,97406,1351995,629243,722752,4940000,2015
2-02703-7501,950 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,111,2006,112935,1486225,915903,570322,3834000,2015
2-02742-7501,951 HOE AVENUE,MORRISANIA/LONGWOOD,R9-CONDOMINIUM,300,2005,291570,4545576,2895290,1650286,11654000,2015
2-02875-7501,150 FEATHERBED LANE,HIGHBRIDGE/MORRIS HEIGHTS,R9-CONDOMINIUM,51,2009,70316,1099039,490806,608233,4299000,2015
2-02929-7501,3952 3 AVENUE,BATHGATE,RR-CONDOMINIUM,280,2008,291547,4422768,2609346,1813422,12714000,2015
2-02931-7501,1349 FRANKLIN AVENUE,MORRISANIA/LONGWOOD,R2-CONDOMINIUM,16,2007,18300,290787,160674,130113,924000,2015
2-02976-7501,1334 LOUIS NINE BOULEVARD,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,123,2008,118497,1324796,513092,811704,5155000,2015
2-02976-7502,870 JENNINGS STREET,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,84,2009,78715,1316115,699776,616339,4434000,2015
2-02984-7501,1778 SOUTHERN BOULEVARD,CROTONA PARK,RR-CONDOMINIUM,65,2011,63727,799137,411039,388098,2568000,2015
2-02985-7501,1926 CROTONA PARKWAY,EAST TREMONT,RR-CONDOMINIUM,98,2007,98608,1351916,736602,615314,4189000,2015
2-03013-7501,1512 BOONE AVENUE,CROTONA PARK,RR-CONDOMINIUM,237,2013,262664,3942587,2342963,1599624,5591527,2015
2-03083-7501,2135 CROTONA AVENUE,EAST TREMONT,R2-CONDOMINIUM,16,2006,14200,212290,100252,112038,781993,2015
2-03103-7501,2324 BEAUMONT AVENUE,BELMONT,R2-CONDOMINIUM,40,2007,48750,817538,428513,389025,2797019,2015
2-03125-7501,2155 DALY AVENUE,EAST TREMONT,R4-CONDOMINIUM,12,2007,14664,219227,103528,115699,807999,2015
2-03156-7501,269 EAST BURNSIDE AVENUE,FORDHAM,RR-CONDOMINIUM,76,2010,70861,1242902,491775,751127,5457000,2015
2-03206-7501,57 WEST BURNSIDE AVENUE,KINGSBRIDGE HTS/UNIV HTS,RR-CONDOMINIUM,69,2008,53311,790069,431819,358250,2496000,2015
2-03261-7501,3097 HEATH AVENUE,KINGSBRIDGE/JEROME PARK,R2-CONDOMINIUM,16,2006,21861,379070,134445,244625,1773008,2015
2-03311-7501,3130 GRAND CONCOURSE,BEDFORD PARK/NORWOOD,R9-CONDOMINIUM,110,1968,79920,1130069,599400,530669,3640000,2015
2-03432-7501,120 ADMIRAL LANE,SOUNDVIEW,R2-CONDOMINIUM,38,1989,46564,737574,395794,341780,2422994,2015
2-03432-7501,228 NEPTUNE COURT,SOUNDVIEW,R2-CONDOMINIUM,36,1989,43316,679195,332234,346961,2453004,2015
2-03432-7501,101 FLEET COURT,SOUNDVIEW,R2-CONDOMINIUM,38,1989,46023,721641,353457,368184,2602998,2015
2-03929-7501,99 METROPOLITAN OVAL,PARKCHESTER,R4-CONDOMINIUM,128,1933,109764,1639874,909944,729930,5095007,2015
2-03929-7501,1469 WEST AVENUE,2999,R4-CONDOMINIUM,2121,1933,1867373,23528900,14453467,9075433,60129992,2015
2-03929-7501,14 METROPOLITAN OVAL,PARKCHESTER,R4-CONDOMINIUM,3378,1933,3364977,41994913,26650618,15344295,101343115,2015
2-03944-7501,9 METROPOLITAN OVAL,PARKCHESTER,R4-CONDOMINIUM,3857,1955,3801490,53981158,27066609,26914549,184890891,2015
2-03944-7501,1722 PURDY STREET,PARKCHESTER,R4-CONDOMINIUM,128,1955,109764,1572918,619069,953849,6578006,2015
2-04163-7501,1725 EDISON AVENUE,SCHUYLERVILLE/PELHAM BAY,R4-CONDOMINIUM,35,1965,27316,419574,229454,190120,1337002,2015
2-04248-7501,2013 COLONIAL AVENUE,SCHUYLERVILLE/PELHAM BAY,R4-CONDOMINIUM,11,2007,10033,154910,59596,95314,671002,2015
2-04284-7501,2040 WHITE PLAINS ROAD,MORRIS PARK/VAN NEST,R9-CONDOMINIUM,100,2005,108100,1253960,636709,617251,3973000,2015
2-04307-7501,1144 LYDIG AVENUE,PELHAM PARKWAY SOUTH,R4-CONDOMINIUM,48,1964,56000,780640,477680,302960,2072002,2015
2-04545-7501,3035 WHITE PLAINS ROAD,BRONXDALE,R9-CONDOMINIUM,74,2007,85582,1420661,781364,639297,4588000,2015
2-05141-7501,2219 GIVAN AVENUE,CO-OP CITY,RR-CONDOMINIUM,180,2013,165411,1986586,741041,1245545,2435718,2015
2-05401-7501,3030 MIDDLETOWN ROAD,SCHUYLERVILLE/PELHAM BAY,R4-CONDOMINIUM,50,2009,36688,606453,310747,295706,2118997,2015
2-05529-7501,24 PENNYFIELD AVENUE,THROGS NECK,R2-WALK-UP,15,2000,12624,266998,86222,180776,1362000,2015
2-05529-7502,1 PENNYFIELD AVENUE,THROGS NECK,R2-CONDOMINIUM,45,1998,63738,992401,557070,435331,3070005,2015
2-05606-7502,195 BALCOM AVENUE,THROGS NECK,R2-CONDOMINIUM,20,1997,19080,303181,128027,175154,1241999,2015
2-05643-7501,190 FORDHAM STREET,CITY ISLAND,R2-CONDOMINIUM,16,1897,16605,237285,101457,135828,937000,2015
2-05709-7501,3050 CORLEAR AVENUE,KINGSBRIDGE/JEROME PARK,RR-CONDOMINIUM,63,2009,50788,1317949,410875,907074,7029000,2015
2-05723-7501,2287 JOHNSON AVENUE,RIVERDALE,R4-CONDOMINIUM,73,1983,99590,1844407,1034740,809667,5950996,2015
2-05725-7501,2600 HENRY HUDSON PARKWAY,RIVERDALE,R4-CONDOMINIUM,24,1941,35000,528500,320250,208250,1458000,2015
2-05745-7501,2521 PALISADE AVENUE,RIVERDALE,R4-CONDOMINIUM,36,1986,62350,1206473,540575,665898,4937003,2015
2-05759-7501,3217 IRWIN AVENUE,KINGSBRIDGE/JEROME PARK,RR-CONDOMINIUM,46,2008,50221,1074227,596123,478104,3608000,2015
2-05764-7501,460 WEST 236 STREET,KINGSBRIDGE/JEROME PARK,R4-CONDOMINIUM,53,2005,56512,900236,458877,441359,3134000,2015
2-05771-7501,3636 FIELDSTON ROAD,RIVERDALE,R9-CONDOMINIUM,106,1962,132000,2036760,1058640,978120,6890000,2015
2-05777-7501,3816 WALDO AVENUE,KINGSBRIDGE/JEROME PARK,R4-CONDOMINIUM,25,2004,55005,1062697,507146,555551,4117008,2015
2-05780-7501,3900 GREYSTONE AVENUE,RIVERDALE,R4-ELEVATOR,78,1928,95061,1386940,618847,768093,5327002,2015
2-05787-7501,3240 NETHERLAND AVENUE,RIVERDALE,R4-CONDOMINIUM,15,1988,10108,203474,107246,96228,719003,2015
2-05788-7501,3220 ARLINGTON AVENUE,RIVERDALE,R4-CONDOMINIUM,26,2004,105300,1993329,1029834,963495,7112999,2015
2-05789-7501,3220 FAIRFIELD AVENUE,RIVERDALE,R4-CONDOMINIUM,32,1989,30743,619471,295748,323723,2418998,2015
